lead_id,account_id,email,phone,first_name,last_name,lead_source,status,created_at,updated_at,is_converted,converted_contact_id,opt_in_status,unsubscribed_at
47RUSu2kGElYoYhhhZ,pYal8VrpWIAvDwWH4C,billy.avila256@homebuilder.com,+1-803-504-9141,Billy,Avila,Event,Disqualified,2024-09-02 23:04:49,2024-12-11 23:04:49,False,,OptedIn,
UD4SR7Pbk6ux9UxUZF,sCCFc96vffclX2TcUz,thomas.pearson781@mail.com,+1-782-316-8308,Thomas,Pearson,Web,New,2025-07-26 10:04:42,2025-10-22 10:04:42,False,,OptedOut,2025-09-06 10:04:42
uAQze1SVoXA539f1nc,eXyHKVmR4cSxrdvQbP,sabrina.white871@example.com,+1-725-809-9265,Sabrina,White,Organic,Qualified,2025-09-12 17:54:13,2025-09-22 17:54:13,False,,Unknown,
t5R1pVaHf1o4XOGX97,4zTOVvgXnMtXd5leMe,brenda.walters535@homebuilder.com,,Brenda,Walters,Referral,New,2025-03-19 13:50:41,2025-05-14 13:50:41,False,,OptedOut,2025-07-04 13:50:41
G2TT5qqN5a5e59tfan,sCCFc96vffclX2TcUz,travis.davis574@email.net,+1-850-251-5376,Travis,Davis,Web,Disqualified,2025-07-18 01:27:02,2025-10-22 01:27:02,False,,OptedIn,
iGnmQL2tdAHtgYKN6v,,michael.cook187@email.net,+1-592-759-5073,Michael,Cook,Other,Nurture,2025-04-14 17:17:51,2025-08-10 17:17:51,False,,Unknown,
QGV9R9KN9vZFdHX0xx,,elizabeth.hodge273@mail.com,+1-691-354-9637,Elizabeth,Hodge,Event,Disqualified,2025-01-24 18:23:37,2025-02-22 18:23:37,False,,OptedIn,
Qc3IDpakiMkbozsi6D,,mark.steele916email.net,+1-917-222-3712,Mark,Steele,Paid Search,Nurture,2025-12-14 07:17:48,2025-12-31 00:00:00,False,,OptedOut,2025-12-20 07:17:48
UGcQeshGmPqTjtv4Vh,,keith.landry560@example.com,+1-653-477-7778,Keith,Landry,Organic,New,2024-01-03 05:09:24,2024-04-22 05:09:24,False,,OptedOut,2024-05-17 05:09:24
qcucwXcXnFyOcRvNJt,,lisa.pierce336@example.com,,Lisa,Pierce,Organic,Working,2024-08-31 13:06:04,2024-12-11 13:06:04,False,,OptedIn,
gTMhNhL44g3pXloCJP,,shawn.edwards103@mail.com,,Shawn,Edwards,Other,Disqualified,2024-10-16 05:49:20,2024-12-31 05:49:20,True,,OptedIn,
8WZBINNrmjYQU3mG0n,HUXisZFTP5eLPr3ee3,marcus.cordova323@homebuilder.com,+1-515-986-6225,Marcus,Cordova,Referral,Working,2025-08-10 09:49:32,2025-10-05 09:49:32,False,,OptedOut,2025-09-20 09:49:32
n18rMnsmqBPh3OKbE3,1gMIzyH3FOzzwwDLO8,richard.robertson165@email.net,+1-689-910-8765,Richard,Robertson,Paid Search,Qualified,2024-04-28 04:23:24,2024-06-04 04:23:24,False,,OptedIn,
J414Hy5uqoFndz0uX6,caiNbIVQn7esYrQtPp,vanessa.sandoval493@email.net,+1-566-654-1223,Vanessa,Sandoval,Paid Search,Qualified,2024-04-09 07:20:12,2024-05-04 07:20:12,False,,OptedIn,
inqdQ96ACFjsLQhjrX,,amy.gutierrez568@email.net,,Amy,Gutierrez,Other,Disqualified,2024-05-11 02:43:39,2024-06-27 02:43:39,False,,OptedIn,
EKFnyG1wFeHSjrq48C,qWimIYZOg3oTdRKMYv,jacob.cox293@email.net,+1-286-661-8182,Jacob,Cox,Event,Working,2025-07-26 00:57:47,2025-10-27 00:57:47,False,,OptedIn,
IdkU1rYNA4Tie3qbNF,c3pUXdZiI0LZBfWMxX,katherine.garrett262@example.com,+1-348-473-4759,Katherine,Garrett,Paid Search,Working,2024-01-26 18:53:43,2024-03-15 18:53:43,False,,OptedOut,2024-05-18 18:53:43
0rrmjViOTHuqLAFuxG,BfNkAZPpIDmbJRfVnx,kathleen.harris55@email.net,+1-661-921-2755,Kathleen,Harris,Web,Nurture,2025-02-19 14:37:05,2025-06-11 14:37:05,False,,OptedIn,
a9SVesjnZQaV9sg3zJ,,andrea.pennington858@mail.com,+1-946-812-9854,Andrea,Pennington,Other,Qualified,2024-12-15 01:41:12,2025-03-12 01:41:12,True,,OptedOut,2025-06-16 01:41:12
A8CYERWEn96eY1v9sD,,samuel.wolfe530@mail.com,,Samuel,Wolfe,Web,New,2025-07-06 18:52:33,2025-09-17 18:52:33,False,,OptedIn,
A03WSN21qbrvfi7XoB,DpGYG6jE3uDE6KTg8x,david.dudley816@email.net,+1-856-287-9361,David,Dudley,Web,Qualified,2025-07-16 17:46:10,2025-08-15 17:46:10,False,,OptedIn,
mlY8JPyJf60jzSku0o,,chelsea.allen967@homebuilder.com,+1-646-643-7388,Chelsea,Allen,Event,Nurture,2024-10-21 12:36:10,2024-12-16 12:36:10,False,,OptedIn,
0euI55qzDHoX6cvalT,eu5ZXiwuAsAvzOUwxv,eric.pierce377@example.com,+1-943-781-7639,Eric,Pierce,Referral,Qualified,2024-11-29 21:51:06,2025-01-21 21:51:06,False,,OptedIn,
mWXYWd7Wgdm41nQMqZ,jj7hhAxWmiA7mGsl1o,andrea.davis24@email.net,+1-567-665-9552,Andrea,Davis,Organic,Disqualified,2024-01-18 07:16:20,2024-05-17 07:16:20,True,,OptedOut,2024-07-07 07:16:20
B0yY0wtM84SKJxSShf,k7WQw2LrmS7WJ0fN6M,victoria.durham500@mail.com,+1-348-487-2505,Victoria,Durham,Organic,Disqualified,2025-08-31 23:54:25,2025-09-09 23:54:25,True,,OptedIn,
8GAbTV43hzsiMu6YgN,Y5zuS7pUiVGpyFYNvV,steven.wilson327@example.com,+1-200-927-1295,Steven,Wilson,Other,New,2024-01-03 05:48:05,2024-04-20 05:48:05,False,,OptedIn,
OvtPwSD8qTBAYKim05,,marilyn.jimenez165@mail.com,+1-755-990-7113,Marilyn,Jimenez,Web,Qualified,2024-07-05 16:49:49,2024-07-16 16:49:49,True,,OptedIn,
mwdk37N0BSoyeJQk2M,jj7hhAxWmiA7mGsl1o,jennifer.hicks55@email.net,+1-204-695-5201,Jennifer,Hicks,Other,New,2024-02-04 01:25:33,2024-02-08 01:25:33,False,,OptedOut,2024-02-16 01:25:33
ZJihEenWPYDrLaHT7p,c94RIH3VJS3p4rrcVS,joshua.davenport983@example.com,+1-284-418-2158,Joshua,Davenport,Web,Nurture,2025-12-20 00:12:51,2025-12-31 00:00:00,False,,OptedIn,
9mfPg4tDsnMFlpKuQ3,sY6qqHlGu9RwDRL13V,tina.sanchez559@homebuilder.com,+1-506-754-9247,Tina,Sanchez,Referral,Disqualified,2024-12-13 19:41:01,2025-01-06 19:41:01,False,,OptedIn,
AnNyuyIuXK3ovhORK4,SWWQg8zUkAuo1DzD1V,andrea.reyes164@email.net,+1-532-309-1696,Andrea,Reyes,Event,Nurture,2025-10-02 12:37:35,2025-10-03 12:37:35,False,,OptedOut,2025-12-03 12:37:35
fbt656mw5z1KIwg3hA,r9KZJlUVUJ1wVxDL3U,sandra.romero416@example.com,,Sandra,Romero,Referral,New,2024-06-30 14:29:38,2024-08-09 14:29:38,False,,OptedOut,2024-10-14 14:29:38
fBtmtMx0rlh3JKrvuL,,natasha.shields451@homebuilder.com,+1-395-332-8597,Natasha,Shields,Organic,Disqualified,2024-01-25 20:20:54,2024-03-21 20:20:54,False,,OptedIn,
Lkfdufp2yHgDIiCt7H,,joshua.tyler961@mail.com,,Joshua,Tyler,Paid Search,Disqualified,2024-02-05 10:10:42,2024-04-09 10:10:42,False,,Unknown,
xzKctxMlFNZ9M43xZZ,FqSnfzawtbiVpXtkTG,robert.villa408@example.com,+1-688-469-1722,Robert,Villa,Other,Working,2025-12-06 21:52:45,2025-12-31 00:00:00,False,,Unknown,
Vh7tDCqJhzr1OSlqK0,,,+1-388-492-2732,William,Hoover,Event,Disqualified,2025-01-18 02:28:43,2025-02-14 02:28:43,False,,OptedIn,
acfZmDDK50mZdtq2Fd,Q0DHhnZnXMC7fUxJOO,,+1-339-831-1106,Justin,Evans,Paid Search,Nurture,2025-11-19 11:39:52,2025-12-31 00:00:00,True,,Unknown,
vSkzYyRrr5aaQA2xEf,pYal8VrpWIAvDwWH4C,brendaduarte817@mail.com,+1-225-911-3065,Brenda,Duarte,Web,Qualified,2024-10-01 17:52:36,2024-12-06 17:52:36,False,,OptedIn,
nqDk0BhAebe4uW7ZU0,dPxN2CN0JpBfcFgL7N,tracy.hernandez580@homebuilder.com,+1-283-947-6127,Tracy,Hernandez,Organic,Qualified,2024-03-28 01:02:05,2024-05-31 01:02:05,False,,OptedIn,
Th5Y23zLEXobDXNwVa,,amanda.reed823@mail.com,+1-372-939-8811,Amanda,Reed,Referral,New,2025-11-16 02:56:14,2025-12-25 02:56:14,False,,OptedIn,
YcXcpEf9FHUHD8kW6Q,Zs9jw2lEGEfWnOus2e,andrea.daniels592@homebuilder.com,,Andrea,Daniels,Other,Working,2024-01-08 22:17:19,2024-04-03 22:17:19,True,,Unknown,
Hi9q8RMvh6NCtlVPsP,iG4NVtBnyx4SHqKY0C,stanleymorris202@email.net,+1-798-298-9802,Stanley,Morris,Referral,Working,2025-07-09 13:10:35,2025-10-18 13:10:35,False,,OptedOut,2025-12-09 13:10:35
gez5goy4Ir2waxDw1F,c94RIH3VJS3p4rrcVS,jacob.terry69@homebuilder.com,+1-214-713-1915,Jacob,Terry,Paid Search,Qualified,2024-04-27 03:46:56,2024-07-08 03:46:56,True,,OptedIn,
MqquSktNhv5VOMIHlF,,ashley.hall452@example.com,+1-626-552-1139,Ashley,Hall,Paid Search,Disqualified,2024-06-01 12:10:35,2024-08-27 12:10:35,False,,OptedIn,
S8A8s7I9DP8pLehG9g,S9GtFFIZZD4KTUtho5,kimberly.williams547@example.com,+1-854-445-6097,Kimberly,Williams,Other,New,2025-04-06 11:10:20,2025-07-02 11:10:20,False,,OptedIn,
ZNDYntixHSxtfMEFww,sCCFc96vffclX2TcUz,julie.thornton829@example.com,+1-582-936-5375,Julie,Thornton,Paid Search,Qualified,2025-07-02 16:21:32,2025-10-16 16:21:32,False,,OptedOut,2026-01-11 16:21:32
OgfUnOiiziwuKCxRYz,BfNkAZPpIDmbJRfVnx,lisa.hughes403@homebuilder.com,+1-329-280-3901,Lisa,Hughes,Paid Search,Nurture,2025-08-26 10:51:08,2025-10-29 10:51:08,False,,OptedIn,
XuZvwuI5LlaKwZOqBq,5cvzc3dhn7EymknRBg,elizabeth.hoover14@mail.com,,Elizabeth,Hoover,Referral,Qualified,2024-04-16 04:26:16,2024-05-16 04:26:16,False,,OptedIn,
o3fGXCn9P7msDoSPeS,,tina.simpson985@example.com,+1-564-371-3327,Tina,Simpson,Web,New,2024-01-24 07:00:38,2024-04-01 07:00:38,False,,OptedIn,
Y5vH9MyHtQunGqeg3U,qEh0VNcfcTU0Y0WHy1,benjamin.shaw891@mail.com,+1-427-655-8582,Benjamin,Shaw,Event,Working,2024-01-20 15:54:25,2024-04-17 15:54:25,False,,OptedIn,
OKBT6ue2lhoov3vMee,,brittany.kane38@example.com,,Brittany,Kane,Event,Working,2025-10-27 03:14:19,2025-12-31 00:00:00,False,,OptedIn,
1Ixg7ulWc5zuCCcL9m,t94wyKzthQebQ3KyPY,morgan.alexander929@mail.com,+1-936-582-6771,Morgan,Alexander,Other,Working,2024-05-24 20:22:12,2024-08-05 20:22:12,False,,Unknown,
99goEctbAHqgpmDL8Q,IS6A2InJj5l2qfAMRc,alicia.bryant520@example.com,,Alicia,Bryant,Referral,Qualified,2024-11-04 10:24:22,2024-11-15 10:24:22,False,,OptedIn,
m7V9qN6U96dxyDxgdB,m4TBqop7lFlRj2SlWy,jennifer.ortiz987@example.com,+1-464-998-7595,Jennifer,Ortiz,Event,Working,2025-10-15 20:33:35,2025-12-31 00:00:00,False,,OptedIn,
k8DyDg9xvVdkIzLzrZ,MgKTRmU6e5HptCjcjt,diana.moore183@mail.com,+1-580-871-1807,Diana,Moore,Event,Working,2024-02-14 09:32:16,2024-04-02 09:32:16,False,,OptedOut,2024-04-29 09:32:16
dirFr73OnHp0fEYI7Y,,terrance.costa14@mail.com,+1-879-608-4755,Terrance,Costa,Organic,Qualified,2025-08-24 18:43:44,2025-10-12 18:43:44,False,,OptedIn,
NJHTMF4Ac45yG4lfKG,bmpyMP9XugTE056ZUw,matthew.schwartz591@example.com,+1-261-688-1008,Matthew,Schwartz,Referral,New,2024-06-13 07:01:04,2024-08-27 07:01:04,False,,OptedIn,
Q90ce5j5JwZkQwPWeP,psjQo4g1i24BF4ouPR,debra.christian221@email.net,,Debra,Christian,Event,Qualified,2025-11-24 18:23:13,2025-12-31 00:00:00,False,,OptedIn,
1xhxXTXLqwwgthJ75l,zrApbnoBeGiLSaEN6C,melissa.villarreal317@homebuilder.com,+1-348-246-3597,Melissa,Villarreal,Web,Disqualified,2025-06-06 01:06:12,2025-09-06 01:06:12,False,,OptedIn,
qmUNzYSvTi0QYOJfQO,Q0DHhnZnXMC7fUxJOO,norman.stewart608@email.net,+1-234-463-6416,Norman,Stewart,Web,New,2024-03-10 03:34:53,2024-05-02 03:34:53,False,,OptedIn,
LhT2jyZcxR6de8hDCh,,jennifer.malone737email.net,+1-280-521-5751,Jennifer,Malone,Organic,Disqualified,2025-02-14 21:34:36,2025-03-06 21:34:36,False,,OptedOut,2025-02-22 21:34:36
qlbLHeFykswIDhmnI7,,monique.johnson772@mail.com,+1-476-619-5322,Monique,Johnson,Web,Disqualified,2025-10-28 05:09:00,2025-11-30 05:09:00,False,,OptedOut,2026-01-20 05:09:00
phADaV7iiDZodsav69,jwwOzx2bvxDZw8kEyA,casey.welch916@example.com,+1-508-731-6697,Casey,Welch,Referral,Nurture,2024-02-17 12:55:26,2024-05-15 12:55:26,False,,OptedIn,
mMTar7F2HQIv9bZp8j,CNYePUiRAZnD2DHmZl,samantha.bright110@homebuilder.com,+1-809-601-4118,Samantha,Bright,Paid Search,Disqualified,2025-07-23 23:44:52,2025-11-10 23:44:52,False,,OptedIn,
gT0wy4ZD4hYBhOD4vY,sCCFc96vffclX2TcUz,julie.hamilton907@example.com,,Julie,Hamilton,Referral,Working,2024-05-27 23:03:35,2024-09-10 23:03:35,False,,OptedIn,
IGC6IfiPjfemX1YtwJ,,corey.schultz583@mail.com,+1-698-648-5686,Corey,Schultz,Web,Qualified,2025-03-28 11:49:49,2025-04-03 11:49:49,False,,OptedIn,
zIq3EnpwAobHOBkjkl,,monique.wallace206@mail.com,+1-787-310-4531,Monique,Wallace,Referral,New,2025-04-29 08:54:16,2025-08-08 08:54:16,False,,OptedIn,
DFT4gfQSv0r8TbkJt3,dpKEXNYkMSx02H18t0,heather.berger658@homebuilder.com,+1-699-374-4850,Heather,Berger,Web,Working,2025-12-02 18:40:31,2025-12-24 18:40:31,False,,OptedIn,
un2XSwnonu1SAAnIs3,albypIMIh723Iwdk60,brandon.flynn939@email.net,+1-851-907-9113,Brandon,Flynn,Paid Search,Nurture,2025-02-28 10:50:14,2025-04-28 10:50:14,False,,OptedIn,
cpwBGNdEsRmT9VvBJ2,3xoBgl9HPJ5e2wB16B,kelly.brooks395@homebuilder.com,+1-697-455-4074,Kelly,Brooks,Event,Disqualified,2025-07-07 12:02:31,2025-08-08 12:02:31,False,,OptedOut,2025-11-02 12:02:31
4B852Wx2hyYok3uy4r,,dustin.schmidt299@email.net,+1-832-457-6815,Dustin,Schmidt,Referral,Disqualified,2025-12-25 07:39:50,2025-12-31 00:00:00,False,,OptedIn,
slUA8UOFDSAMH8NNJo,SWWQg8zUkAuo1DzD1V,ashlee.sparks871@email.net,+1-496-501-5948,Ashlee,Sparks,Event,New,2025-07-28 19:18:23,2025-10-30 19:18:23,True,,OptedIn,
qUbv0Sn0Nglg4lJmRF,kySiQNES9Bsl1ecwtE,george.miller407@mail.com,+1-663-709-8768,George,Miller,Paid Search,Working,2024-05-04 05:50:21,2024-08-24 05:50:21,False,,OptedIn,
M9PsL5o8eZv9H4vxlD,,monica.harvey606@mail.com,+1-357-861-7694,Monica,Harvey,Referral,Disqualified,2025-06-28 14:02:13,2025-09-10 14:02:13,False,,OptedOut,2025-08-05 14:02:13
fx2NKGVeY6C6el2GXq,caiNbIVQn7esYrQtPp,john.durham66@mail.com,+1-503-723-2845,John,Durham,Other,Nurture,2025-10-22 14:32:19,2025-11-10 14:32:19,True,,OptedIn,
rXXzI0l6KY3JI8p0nB,NqU8B1l0GPkzk4vzrU,douglas.murray453@email.net,+1-611-488-7542,Douglas,Murray,Other,Nurture,2025-10-08 03:53:41,2025-11-17 03:53:41,False,,OptedOut,2026-03-08 03:53:41
7Q8IBbiR84BI3HbWn6,,jonathan.scott961@email.net,+1-657-357-7656,Jonathan,Scott,Organic,Disqualified,2025-08-23 00:10:31,2025-12-11 00:10:31,False,,OptedIn,
cZWeVCj1DQPjkh3LCA,XIyoWfYv6sGtk9HDLg,albert.ballard199@homebuilder.com,,Albert,Ballard,Referral,Disqualified,2024-03-15 20:18:08,2024-03-15 20:18:08,False,,OptedOut,2024-09-04 20:18:08
Y0MgvqceZb3OhASRFE,,rachel.byrd904@mail.com,+1-964-285-9284,Rachel,Byrd,Paid Search,New,2024-10-26 07:42:55,2025-01-20 07:42:55,False,,OptedOut,2025-03-31 07:42:55
xuklASFYx6yBfnCDb6,YuwteDDsQsNaS73dZc,eric.alexander358@mail.com,+1-982-953-1324,Eric,Alexander,Event,Qualified,2025-04-11 02:25:31,2025-07-13 02:25:31,False,,OptedIn,
52kipAdvWroF47bx7u,SWWQg8zUkAuo1DzD1V,michael.matthews361@example.com,+1-709-382-1272,Michael,Matthews,Other,Working,2025-10-24 17:20:15,2025-12-31 00:00:00,False,,OptedOut,2026-01-23 17:20:15
NhoXlbLp8RJVZxLDGQ,lXmW0K1vspJ3sw5U4l,danielle.coleman783@example.com,+1-346-983-7750,Danielle,Coleman,Event,Disqualified,2024-04-16 00:36:47,2024-06-29 00:36:47,False,,Unknown,
IlZO10mSgUYgqHHxBb,Nat4FyDPoLnt0sREVH,john.bruce116@homebuilder.com,+1-795-749-9736,John,Bruce,Web,Qualified,2025-10-13 14:08:57,2025-12-10 14:08:57,False,,OptedIn,
a1H0bfVO0x7t1Ox2OY,,james.cruz19@example.com,+1-769-752-4112,James,Cruz,Other,New,2025-02-19 06:26:09,2025-06-05 06:26:09,False,,OptedIn,
IoYcjGqzYPr0vRM002,piOwZXdh26SssFXy2O,timothy.young738@homebuilder.com,+1-217-566-7347,Timothy,Young,Paid Search,New,2024-03-20 02:06:33,2024-06-03 02:06:33,False,,OptedIn,
lBRXqzQZVTi17TPd27,eu5ZXiwuAsAvzOUwxv,ashley.andrews438@mail.com,+1-334-815-1708,Ashley,Andrews,Event,Qualified,2024-02-06 23:25:47,2024-03-06 23:25:47,False,,OptedIn,
LQtOuAwNm7KLbs8vlB,,victoria.phillips128@mail.com,+1-464-710-6034,Victoria,Phillips,Event,Qualified,2024-06-16 08:22:10,2024-10-13 08:22:10,False,,OptedIn,
HmNDRAqoXJU58KL6hr,xEJo92zblSsZiNO9gt,tiffany.barrett4@example.com,+1-442-997-3345,Tiffany,Barrett,Other,Qualified,2025-05-26 09:41:23,2025-06-18 09:41:23,False,,OptedIn,
QGdjcYiJKBfAq8r67V,YuwteDDsQsNaS73dZc,joshua.knight378@email.net,,Joshua,Knight,Paid Search,Disqualified,2024-02-12 12:24:40,2024-03-26 12:24:40,False,,OptedIn,
RJTldM8RWkj6mSMInZ,Zq9MQIfbC1AI5qJOUe,gina.garner267@mail.com,,Gina,Garner,Referral,New,2024-06-06 19:26:52,2024-06-10 19:26:52,False,,OptedIn,
Qs4CpWbBwVVtoYLAXC,7lrp0rS3WcUR3G8HsU,brandon.obrien848@homebuilder.com,+1-534-876-4484,Brandon,Obrien,Paid Search,Working,2025-06-15 11:44:23,2025-06-23 11:44:23,False,,OptedIn,
nV6Z6QTIrUjRNAoa4J,Nat4FyDPoLnt0sREVH,tyler.strong834@mail.com,+1-549-253-1475,Tyler,Strong,Other,New,2025-03-23 01:48:29,2025-04-24 01:48:29,False,,OptedIn,
XYTZWEvhAhXPWuAIHw,tXsQ06N33Gmyg93mCX,justin.lindsey635@homebuilder.com,,Justin,Lindsey,Paid Search,Qualified,2025-06-04 09:33:18,2025-08-21 09:33:18,False,,OptedIn,
iLWwjq38RajbtqpoIX,dWt8VGoKjei0KIfBbd,,+1-536-301-5356,Catherine,Gomez,Referral,Qualified,2024-09-11 21:27:40,2024-12-16 21:27:40,False,,OptedIn,
sWOW5jdDVkq75FzUXH,YXUZXKTrbr9WRoXSmV,danaoliver591@homebuilder.com,+1-307-655-8667,Dana,Oliver,Organic,New,2025-04-24 09:21:04,2025-07-17 09:21:04,False,,OptedIn,
9rvaDm5pJVkkSklfCf,,erica.le765@example.com,+1-328-787-8771,Erica,Le,Paid Search,Working,2024-07-06 07:00:35,2024-10-14 07:00:35,False,,OptedIn,
J7i23Wpnri2KsIiC4L,ibOtmwkWRAq7EFkkDO,donna.massey211@email.net,+1-610-781-5019,Donna,Massey,Referral,Nurture,2025-12-11 17:04:16,2025-12-31 00:00:00,True,,OptedIn,
chcXyyqQMxRFeroEUB,LBQPkMORZygoinYrCn,courtney.berger809@homebuilder.com,+1-720-445-8725,Courtney,Berger,Event,Working,2024-08-13 09:17:50,2024-09-13 09:17:50,False,,OptedIn,
rXQlN0uIWNF4hP26zS,dWt8VGoKjei0KIfBbd,debbie.parker650@homebuilder.com,+1-582-327-1613,Debbie,Parker,Referral,Disqualified,2025-11-08 10:50:40,2025-12-31 00:00:00,False,,OptedIn,
8y08QQvV6dfSWZanvZ,ckah4v6mI5lROeTX8O,scott.riley429@example.com,+1-203-783-3845,Scott,Riley,Referral,Disqualified,2025-08-10 08:03:27,2025-11-28 08:03:27,False,,OptedIn,
rwVlskLrEpKkSq7GCd,Q0DHhnZnXMC7fUxJOO,jessica.davis826@email.net,+1-994-938-1575,Jessica,Davis,Referral,Nurture,2024-04-03 01:34:19,2024-07-12 01:34:19,True,,Unknown,
altVCTeMVjDHT0FE00,,kenneth.burgess965@example.com,,Kenneth,Burgess,Referral,Nurture,2025-10-03 11:58:43,2025-12-23 11:58:43,False,,OptedIn,
A2GeArtbiMS0k43ggq,IS6A2InJj5l2qfAMRc,gregory.anderson103@homebuilder.com,,Gregory,Anderson,Event,Disqualified,2024-10-15 08:15:18,2025-01-22 08:15:18,False,,OptedIn,
xv8Hx1jY9OFvPBNzqn,,ambermata297@mail.com,+1-252-236-4152,Amber,Mata,Paid Search,Qualified,2025-06-07 01:59:54,2025-07-04 01:59:54,False,,OptedIn,
6N30XRe3vm1KnOni4M,,alyssa.mcintyre982@email.net,,Alyssa,Mcintyre,Referral,Working,2024-09-20 06:44:59,2024-11-18 06:44:59,False,,OptedIn,
nx1Sc5k2R96XN2VseU,,maria.scott123@mail.com,+1-314-707-2817,Maria,Scott,Organic,Working,2024-09-02 14:38:38,2024-12-22 14:38:38,False,,OptedIn,
z4pSIPy8DIrv8M5O8B,aTFYwg7sklLI90iiyl,makayla.olson774@homebuilder.com,+1-656-685-3953,Makayla,Olson,Event,Disqualified,2025-12-10 19:37:46,2025-12-31 00:00:00,False,,OptedIn,
fQcJD8PebIYyfGLgaL,dPxN2CN0JpBfcFgL7N,lindsay.francis38@email.net,+1-374-640-9855,Lindsay,Francis,Event,Nurture,2025-06-02 09:30:51,2025-06-16 09:30:51,False,,OptedOut,2025-08-12 09:30:51
nsFYnuVQDN30WJGVEo,,matthew.wilson579@example.com,+1-251-613-9668,Matthew,Wilson,Referral,Qualified,2024-08-14 11:22:08,2024-11-01 11:22:08,False,,OptedIn,
j7CKEXVGw29DxPHBi0,ZiDUsd88kXkQaMz8Uk,sydney.taylor171@example.com,+1-413-979-4568,Sydney,Taylor,Web,New,2025-06-17 01:55:03,2025-10-15 01:55:03,False,,OptedIn,
YNnkzSab0WlZ5FP0Zr,eXyHKVmR4cSxrdvQbP,tammy.dalton394@example.com,+1-959-795-9715,Tammy,Dalton,Organic,Qualified,2024-04-28 06:29:00,2024-08-11 06:29:00,False,,OptedOut,2024-05-22 06:29:00
cOXjIzwwrXTFF3voyV,,jennifer.whitney256@mail.com,,Jennifer,Whitney,Web,Nurture,2025-07-15 13:55:48,2025-10-29 13:55:48,False,,OptedIn,
behK8Zn91dnf4ClHPR,GMP23YMHNRYpcb75Nz,tammy.ballard967@email.net,+1-351-933-1879,Tammy,Ballard,Web,New,2024-08-08 02:39:08,2024-10-21 02:39:08,False,,OptedIn,
Gd08lug98DRvH0xO2L,ge5cni59idjJ60JMG8,michael.gibbs509@example.com,,Michael,Gibbs,Paid Search,Working,2024-04-15 14:09:52,2024-06-13 14:09:52,False,,Unknown,
Dz1I95lwYKYgwcmyL1,43RUCbJijry8MYJSGF,alexander.herrera118@email.net,,Alexander,Herrera,Web,Working,2025-04-12 06:55:02,2025-05-04 06:55:02,False,,OptedIn,
WS1ikAy7jvQL7eGXNU,,shawn.chambers446@email.net,+1-247-512-3911,Shawn,Chambers,Referral,Qualified,2025-09-24 22:46:33,2025-12-31 00:00:00,False,,OptedIn,
DdNx65EMinyxJqGLx5,Y5zuS7pUiVGpyFYNvV,emily.richards548@email.net,+1-387-603-8422,Emily,Richards,Web,Disqualified,2025-08-10 20:56:09,2025-08-22 20:56:09,False,,OptedIn,
PovvmxrH4vssPXVqmI,,lynn.bentley850@email.net,+1-311-722-5969,Lynn,Bentley,Organic,Disqualified,2024-02-16 16:08:59,2024-05-07 16:08:59,False,,OptedIn,
I9EroJJPjN965nQFjM,CVbTqjhWYzTNxSXXfr,daniel.hall263@homebuilder.com,,Daniel,Hall,Web,New,2024-11-06 10:22:40,2025-01-29 10:22:40,False,,OptedIn,
blX49FrQJKaHsVB4Wa,cFLn4xSFhIp4ze1PNT,angel.henson550@email.net,+1-244-386-2492,Angel,Henson,Referral,Nurture,2024-07-20 16:36:23,2024-11-07 16:36:23,False,,OptedIn,
eHnBr7OJkW0wU6jsNz,y4xj72HG9q0Sw2vblc,anna.herman168@mail.com,+1-250-282-2465,Anna,Herman,Paid Search,New,2024-03-22 13:59:10,2024-06-06 13:59:10,False,,Unknown,
DuT76gkaSePm6dOvlw,K7fTaePF7a8Vt9AvWP,jeffrey.brown740@example.com,+1-573-209-2973,Jeffrey,Brown,Web,Working,2025-05-18 07:51:35,2025-06-23 07:51:35,False,,Unknown,
LKA7TAWrRkTmb3E6PQ,LBQPkMORZygoinYrCn,madison.blankenship798@example.com,+1-848-593-5117,Madison,Blankenship,Event,Qualified,2024-04-30 02:29:18,2024-05-16 02:29:18,False,,OptedOut,2024-10-10 02:29:18
XUp2sY6tBH0iYmSy1A,pMp2iXz6pkIzRLoRzm,kevin.ortiz686@homebuilder.com,,Kevin,Ortiz,Web,Qualified,2025-08-19 13:09:39,2025-09-05 13:09:39,False,,OptedIn,
mNfNLSOTORg4c7Zyvh,CNTEZZzIyeHZgk3bUu,donald.shah92@mail.com,,Donald,Shah,Web,Working,2025-10-13 11:03:08,2025-12-04 11:03:08,False,,OptedIn,
2woWFmHDk6XD8XI41I,,kevin.vasquez757@example.com,,Kevin,Vasquez,Web,Qualified,2024-02-27 22:32:15,2024-06-10 22:32:15,True,,OptedIn,
MoYOIiFfwrEY5KosHU,6UaWyzv8rZMglxl14G,colton.clay788@homebuilder.com,,Colton,Clay,Event,Working,2025-09-29 02:48:30,2025-12-31 00:00:00,False,,OptedIn,
Jlr8luuK6ENYVLGNw2,V3rA9ltf7j0r02MvBx,derek.chavez165@email.net,+1-578-990-5590,Derek,Chavez,Event,Qualified,2024-04-29 05:36:06,2024-06-05 05:36:06,False,,OptedIn,
